NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,,19,0.52636904,1.4641025,0.07436399,0.2200359,1,4671,"tags=58%, list=23%, signal=75%"
HUANG_GATA2_TARGETS_DN,HUANG_GATA2_TARGETS_DN,,73,0.37230724,1.462082,0.051229507,0.22215848,1,3532,"tags=38%, list=17%, signal=46%"
LIAO_HAVE_SOX4_BINDING_SITES,LIAO_HAVE_SOX4_BINDING_SITES,,41,0.40086287,1.461776,0.05942623,0.22221458,1,3041,"tags=39%, list=15%, signal=46%"
REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS,REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS,,77,0.43757397,1.4614879,0.08461539,0.22224209,1,4753,"tags=51%, list=23%, signal=66%"
ZHU_CMV_ALL_UP,ZHU_CMV_ALL_UP,,107,0.4210126,1.4609462,0.10436433,0.22261606,1,3072,"tags=38%, list=15%, signal=45%"
REACTOME_SIGNALING_BY_NOTCH4,REACTOME_SIGNALING_BY_NOTCH4,,82,0.41563076,1.4590111,0.11434109,0.2246003,1,4761,"tags=59%, list=23%, signal=76%"
MARKEY_RB1_CHRONIC_LOF_UP,MARKEY_RB1_CHRONIC_LOF_UP,,113,0.35464504,1.45888,0.05544148,0.22443944,1,3512,"tags=37%, list=17%, signal=45%"
SLEBOS_HEAD_AND_NECK_CANCER_WITH_HPV_UP,SLEBOS_HEAD_AND_NECK_CANCER_WITH_HPV_UP,,78,0.46073332,1.4580135,0.11089494,0.22518475,1,3212,"tags=40%, list=16%, signal=47%"
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,,85,0.37339622,1.4579768,0.05490196,0.22490798,1,2328,"tags=27%, list=11%, signal=30%"
NIKOLSKY_BREAST_CANCER_12Q24_AMPLICON,NIKOLSKY_BREAST_CANCER_12Q24_AMPLICON,,15,0.6232666,1.4578665,0.114285715,0.22469579,1,3286,"tags=47%, list=16%, signal=56%"
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,,283,0.42612368,1.4575185,0.112676054,0.2247896,1,5012,"tags=43%, list=24%, signal=57%"
MISIAK_ANAPLASTIC_THYROID_CARCINOMA_UP,MISIAK_ANAPLASTIC_THYROID_CARCINOMA_UP,,45,0.45630503,1.4567345,0.057142857,0.22543317,1,3959,"tags=49%, list=19%, signal=60%"
ZHAN_V1_LATE_DIFFERENTIATION_GENES_DN,ZHAN_V1_LATE_DIFFERENTIATION_GENES_DN,,16,0.5856509,1.456027,0.107569724,0.22598343,1,4774,"tags=63%, list=23%, signal=81%"
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION,REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION,,21,0.5454951,1.4560167,0.107569724,0.22567762,1,3803,"tags=48%, list=19%, signal=58%"
LI_DCP2_BOUND_MRNA,LI_DCP2_BOUND_MRNA,,89,0.5087315,1.4559387,0.1367347,0.225445,1,5158,"tags=55%, list=25%, signal=73%"
REACTOME_TCR_SIGNALING,REACTOME_TCR_SIGNALING,,117,0.46634144,1.4549565,0.12115385,0.2263748,1,5773,"tags=64%, list=28%, signal=89%"
WAKASUGI_HAVE_ZNF143_BINDING_SITES,WAKASUGI_HAVE_ZNF143_BINDING_SITES,,54,0.46360406,1.4549471,0.10958904,0.22606401,1,5398,"tags=57%, list=26%, signal=78%"
KEGG_SPLICEOSOME,KEGG_SPLICEOSOME,,126,0.47333744,1.454156,0.118236475,0.2267118,1,4987,"tags=45%, list=24%, signal=59%"
CHEN_LIVER_METABOLISM_QTL_CIS,CHEN_LIVER_METABOLISM_QTL_CIS,,94,0.40064394,1.4536921,0.08190476,0.226971,1,3919,"tags=38%, list=19%, signal=47%"
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,,85,0.43821016,1.4535896,0.119373776,0.22678287,1,5206,"tags=65%, list=25%, signal=86%"
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,,81,0.39889255,1.4534957,0.07003891,0.22656544,1,5056,"tags=41%, list=25%, signal=54%"
REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS,REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS,,35,0.53690785,1.4532497,0.10136452,0.22657014,1,5134,"tags=60%, list=25%, signal=80%"
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP,TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP,,23,0.5638574,1.4528539,0.10626186,0.22677529,1,5210,"tags=61%, list=25%, signal=81%"
CHICAS_RB1_TARGETS_LOW_SERUM,CHICAS_RB1_TARGETS_LOW_SERUM,,98,0.44201016,1.4521858,0.098,0.22724289,1,2068,"tags=35%, list=10%, signal=38%"
MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_UP,MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_UP,,21,0.5151917,1.451248,0.089171976,0.22808325,1,2347,"tags=43%, list=11%, signal=48%"
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,,87,0.39858708,1.4510527,0.09487666,0.22800083,1,4671,"tags=39%, list=23%, signal=50%"
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP,LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP,,27,0.4451024,1.4494132,0.06692913,0.22973102,1,2366,"tags=48%, list=12%, signal=54%"
WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME,WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME,,34,0.5243931,1.4492856,0.09504951,0.22956465,1,1825,"tags=35%, list=9%, signal=39%"
GENTILE_UV_HIGH_DOSE_UP,GENTILE_UV_HIGH_DOSE_UP,,23,0.5034229,1.4487759,0.09355509,0.22986162,1,3898,"tags=52%, list=19%, signal=64%"
AIYAR_COBRA1_TARGETS_DN,AIYAR_COBRA1_TARGETS_DN,,29,0.42948106,1.4482914,0.06909789,0.23010603,1,2890,"tags=38%, list=14%, signal=44%"
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_DN,FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_DN,,30,0.4416912,1.4480776,0.071428575,0.23004662,1,2714,"tags=40%, list=13%, signal=46%"
MODY_HIPPOCAMPUS_NEONATAL,MODY_HIPPOCAMPUS_NEONATAL,,33,0.44445553,1.447368,0.09411765,0.23063263,1,2582,"tags=42%, list=13%, signal=48%"
REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN,REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN,,37,0.44802046,1.445845,0.07692308,0.23220216,1,3770,"tags=49%, list=18%, signal=59%"
REACTOME_PTEN_REGULATION,REACTOME_PTEN_REGULATION,,139,0.34977236,1.4450383,0.07350097,0.23284343,1,5247,"tags=49%, list=26%, signal=65%"
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION,REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION,,91,0.4809576,1.4438444,0.13995942,0.23402356,1,6096,"tags=69%, list=30%, signal=98%"
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,,33,0.48327622,1.4432746,0.10438413,0.23445618,1,6754,"tags=67%, list=33%, signal=99%"
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,,92,0.37698945,1.4418489,0.048879836,0.23592286,1,5249,"tags=48%, list=26%, signal=64%"
KEGG_MEDICUS_REFERENCE_CONDENSIN_LOADING,KEGG_MEDICUS_REFERENCE_CONDENSIN_LOADING,,20,0.5595725,1.439339,0.15019763,0.23873666,1,5161,"tags=75%, list=25%, signal=100%"
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN,LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN,,43,0.37849903,1.4388769,0.052734375,0.23899919,1,3616,"tags=35%, list=18%, signal=42%"
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,,30,0.5224314,1.4365712,0.119140625,0.24166533,1,5384,"tags=60%, list=26%, signal=81%"
REACTOME_RHO_GTPASES_ACTIVATE_PKNS,REACTOME_RHO_GTPASES_ACTIVATE_PKNS,,89,0.47802648,1.4360372,0.1609658,0.24199419,1,6023,"tags=69%, list=29%, signal=97%"
KEGG_SELENOAMINO_ACID_METABOLISM,KEGG_SELENOAMINO_ACID_METABOLISM,,26,0.4591489,1.4355251,0.053608246,0.24234733,1,2244,"tags=31%, list=11%, signal=35%"
KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,,19,0.5435496,1.4354123,0.09418838,0.24214774,1,1070,"tags=32%, list=5%, signal=33%"
IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_DN,IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_DN,,25,0.5019778,1.4347724,0.10103093,0.24259752,1,3858,"tags=44%, list=19%, signal=54%"
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1,REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1,,16,0.56573844,1.4340812,0.13188976,0.24316895,1,5591,"tags=75%, list=27%, signal=103%"
NIKOLSKY_BREAST_CANCER_5P15_AMPLICON,NIKOLSKY_BREAST_CANCER_5P15_AMPLICON,,26,0.5035764,1.4335643,0.07910751,0.24349555,1,2426,"tags=31%, list=12%, signal=35%"
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_DN,SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_DN,,48,0.46235657,1.4315906,0.126,0.24575901,1,3228,"tags=44%, list=16%, signal=52%"
BIOCARTA_MPR_PATHWAY,BIOCARTA_MPR_PATHWAY,,21,0.44604358,1.4312801,0.054655872,0.24582942,1,3928,"tags=33%, list=19%, signal=41%"
HASLINGER_B_CLL_WITH_6Q21_DELETION,HASLINGER_B_CLL_WITH_6Q21_DELETION,,22,0.52177215,1.431271,0.098196395,0.24550425,1,5195,"tags=59%, list=25%, signal=79%"
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,,23,0.5276464,1.4302062,0.09486166,0.24648054,1,3454,"tags=43%, list=17%, signal=52%"
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP,DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP,,353,0.28955805,1.4300166,0.006185567,0.24637955,1,4271,"tags=35%, list=21%, signal=43%"
CHOW_RASSF1_TARGETS_DN,CHOW_RASSF1_TARGETS_DN,,30,0.49243605,1.4274943,0.09533469,0.24925812,1,4298,"tags=60%, list=21%, signal=76%"
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,,33,0.5360352,1.4264214,0.125969,0.25022152,1,5134,"tags=58%, list=25%, signal=77%"
REACTOME_HIV_TRANSCRIPTION_ELONGATION,REACTOME_HIV_TRANSCRIPTION_ELONGATION,,43,0.45447725,1.4261664,0.09053498,0.25021476,1,7138,"tags=67%, list=35%, signal=103%"
MATTIOLI_MGUS_VS_MULTIPLE_MYELOMA,MATTIOLI_MGUS_VS_MULTIPLE_MYELOMA,,15,0.49242353,1.4259536,0.08085106,0.25011232,1,3074,"tags=33%, list=15%, signal=39%"
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13,YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13,,178,0.47754928,1.424671,0.16370809,0.25130486,1,4788,"tags=53%, list=23%, signal=68%"
KORKOLA_TERATOMA,KORKOLA_TERATOMA,,40,0.39900488,1.424498,0.06962025,0.25119504,1,969,"tags=25%, list=5%, signal=26%"
REACTOME_ISG15_ANTIVIRAL_MECHANISM,REACTOME_ISG15_ANTIVIRAL_MECHANISM,,74,0.43836525,1.4240118,0.11992263,0.25150505,1,4908,"tags=50%, list=24%, signal=65%"
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,,138,0.37301996,1.4231421,0.08092485,0.25229523,1,5130,"tags=47%, list=25%, signal=62%"
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,,97,0.40473312,1.4224547,0.102661595,0.2528255,1,4576,"tags=40%, list=22%, signal=51%"
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES,REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES,,68,0.44970292,1.420267,0.11704312,0.2553477,1,5759,"tags=63%, list=28%, signal=88%"
STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN,STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN,,51,0.4731451,1.4197797,0.14750957,0.25568876,1,3755,"tags=47%, list=18%, signal=57%"
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP,RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP,,21,0.46016917,1.4196913,0.07014028,0.2554845,1,2082,"tags=38%, list=10%, signal=42%"
GHO_ATF5_TARGETS_DN,GHO_ATF5_TARGETS_DN,,16,0.50099766,1.418204,0.11485148,0.25708294,1,1260,"tags=38%, list=6%, signal=40%"
BIOCARTA_ERAD_PATHWAY,BIOCARTA_ERAD_PATHWAY,,19,0.4652633,1.4178144,0.0831643,0.2572357,1,4380,"tags=58%, list=21%, signal=74%"
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS,REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS,,41,0.48765126,1.4173437,0.1194605,0.25753334,1,5743,"tags=59%, list=28%, signal=81%"
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_DN,BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_DN,,78,0.46265915,1.4172,0.11181434,0.25737232,1,4091,"tags=46%, list=20%, signal=57%"
CHIN_BREAST_CANCER_COPY_NUMBER_UP,CHIN_BREAST_CANCER_COPY_NUMBER_UP,,27,0.47811192,1.4166839,0.093495935,0.2577006,1,3614,"tags=48%, list=18%, signal=58%"
REACTOME_INTERFERON_SIGNALING,REACTOME_INTERFERON_SIGNALING,,270,0.36438617,1.4160575,0.08971962,0.25818622,1,5362,"tags=46%, list=26%, signal=61%"
MARIADASON_RESPONSE_TO_CURCUMIN_SULINDAC_5,MARIADASON_RESPONSE_TO_CURCUMIN_SULINDAC_5,,23,0.4553066,1.4160353,0.08453608,0.25787672,1,5315,"tags=52%, list=26%, signal=70%"
KIM_WT1_TARGETS_DN,KIM_WT1_TARGETS_DN,,466,0.33466285,1.4160256,0.09477756,0.2575524,1,3979,"tags=32%, list=19%, signal=39%"
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,,27,0.43778494,1.4157007,0.08396947,0.25763342,1,5165,"tags=48%, list=25%, signal=64%"
LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_UP,LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_UP,,107,0.37762585,1.4150668,0.091093116,0.25808203,1,4432,"tags=36%, list=22%, signal=45%"
ALCALA_APOPTOSIS,ALCALA_APOPTOSIS,,86,0.40199232,1.4138045,0.10707071,0.25933212,1,6166,"tags=58%, list=30%, signal=83%"
REACTOME_AZATHIOPRINE_ADME,REACTOME_AZATHIOPRINE_ADME,,23,0.46494243,1.4128458,0.07337526,0.26027614,1,2844,"tags=39%, list=14%, signal=45%"
KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION,KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION,,18,0.6185329,1.4126165,0.14549181,0.26023626,1,4210,"tags=72%, list=21%, signal=91%"
BILD_MYC_ONCOGENIC_SIGNATURE,BILD_MYC_ONCOGENIC_SIGNATURE,,205,0.3386648,1.412155,0.10344828,0.2605226,1,3355,"tags=32%, list=16%, signal=38%"
IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR,IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR,,134,0.346172,1.411779,0.060311284,0.26071435,1,5332,"tags=44%, list=26%, signal=59%"
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT,,24,0.47795355,1.4116707,0.097165994,0.26051366,1,3454,"tags=42%, list=17%, signal=50%"
ZHAN_VARIABLE_EARLY_DIFFERENTIATION_GENES_DN,ZHAN_VARIABLE_EARLY_DIFFERENTIATION_GENES_DN,,30,0.4342851,1.411525,0.08213552,0.26036203,1,3072,"tags=33%, list=15%, signal=39%"
GOLDRATH_HOMEOSTATIC_PROLIFERATION,GOLDRATH_HOMEOSTATIC_PROLIFERATION,,149,0.35529038,1.4114921,0.106796116,0.26006255,1,5000,"tags=44%, list=24%, signal=57%"
REACTOME_MEIOTIC_SYNAPSIS,REACTOME_MEIOTIC_SYNAPSIS,,75,0.4652938,1.4111117,0.14401622,0.26021838,1,5837,"tags=64%, list=28%, signal=89%"
ENK_UV_RESPONSE_EPIDERMIS_UP,ENK_UV_RESPONSE_EPIDERMIS_UP,,294,0.32039547,1.4107915,0.061895553,0.26030317,1,3852,"tags=32%, list=19%, signal=39%"
DER_IFN_GAMMA_RESPONSE_UP,DER_IFN_GAMMA_RESPONSE_UP,,71,0.45608404,1.410555,0.1522158,0.26026237,1,4892,"tags=55%, list=24%, signal=72%"
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_UP,DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_UP,,59,0.460128,1.4099895,0.12525253,0.26064906,1,3404,"tags=44%, list=17%, signal=53%"
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,,33,0.4821156,1.4093217,0.11704312,0.26117977,1,7120,"tags=70%, list=35%, signal=107%"
REACTOME_DEPOLYMERIZATION_OF_THE_NUCLEAR_LAMINA,REACTOME_DEPOLYMERIZATION_OF_THE_NUCLEAR_LAMINA,,15,0.4756285,1.4086944,0.10526316,0.26167864,1,2755,"tags=40%, list=13%, signal=46%"
REACTOME_ESR_MEDIATED_SIGNALING,REACTOME_ESR_MEDIATED_SIGNALING,,216,0.34463584,1.4086436,0.092337914,0.26142097,1,4210,"tags=44%, list=21%, signal=54%"
CHANDRAN_METASTASIS_TOP50_UP,CHANDRAN_METASTASIS_TOP50_UP,,37,0.48925957,1.4081613,0.12909836,0.26172614,1,5523,"tags=59%, list=27%, signal=81%"
JAZAG_TGFB1_SIGNALING_UP,JAZAG_TGFB1_SIGNALING_UP,,106,0.3209687,1.4081289,0.03168317,0.26142663,1,3240,"tags=30%, list=16%, signal=36%"
SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_POST_TREATMENT_UP,SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_POST_TREATMENT_UP,,26,0.5655824,1.4069333,0.17202269,0.2626736,1,4953,"tags=69%, list=24%, signal=91%"
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,,131,0.37705082,1.4066871,0.11969112,0.26271546,1,5130,"tags=49%, list=25%, signal=65%"
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN,CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN,,172,0.34491855,1.4066825,0.07377049,0.26238996,1,3990,"tags=39%, list=19%, signal=48%"
ZHANG_INTERFERON_RESPONSE,ZHANG_INTERFERON_RESPONSE,,23,0.6634001,1.4064468,0.16165413,0.26233733,1,4322,"tags=87%, list=21%, signal=110%"
BIOCARTA_G1_PATHWAY,BIOCARTA_G1_PATHWAY,,28,0.43640992,1.406423,0.10095238,0.2620249,1,2587,"tags=36%, list=13%, signal=41%"
LANDIS_BREAST_CANCER_PROGRESSION_UP,LANDIS_BREAST_CANCER_PROGRESSION_UP,,46,0.46162963,1.4063029,0.10331384,0.26184037,1,3918,"tags=43%, list=19%, signal=54%"
REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS,REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS,,39,0.5001238,1.4046799,0.13346228,0.26355553,1,5134,"tags=54%, list=25%, signal=72%"
KEGG_MEDICUS_REFERENCE_CORE_NER_REACTION,KEGG_MEDICUS_REFERENCE_CORE_NER_REACTION,,29,0.45365858,1.4042197,0.09664694,0.26385996,1,4272,"tags=45%, list=21%, signal=57%"
WP_UROTENSIN_II_MEDIATED_SIGNALING_PATHWAY,WP_UROTENSIN_II_MEDIATED_SIGNALING_PATHWAY,,69,0.3605539,1.4030522,0.077534795,0.26515082,1,1046,"tags=19%, list=5%, signal=20%"
REACTOME_SARS_COV_2_INFECTION,REACTOME_SARS_COV_2_INFECTION,,299,0.30683434,1.4024875,0.04263566,0.26560378,1,4759,"tags=36%, list=23%, signal=46%"
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP,ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP,,84,0.3488319,1.40189,0.086,0.2660424,1,3925,"tags=37%, list=19%, signal=45%"
REACTOME_SIGNALING_BY_WNT,REACTOME_SIGNALING_BY_WNT,,326,0.31568968,1.4015954,0.07438017,0.26610178,1,3944,"tags=37%, list=19%, signal=46%"
LANG_MYB_FAMILY_TARGETS,LANG_MYB_FAMILY_TARGETS,,29,0.44551364,1.4007843,0.101167314,0.266779,1,5122,"tags=48%, list=25%, signal=64%"
VANTVEER_BREAST_CANCER_METASTASIS_UP,VANTVEER_BREAST_CANCER_METASTASIS_UP,,45,0.421867,1.3992842,0.1341719,0.26840243,1,4389,"tags=42%, list=21%, signal=54%"
SANSOM_WNT_PATHWAY_REQUIRE_MYC,SANSOM_WNT_PATHWAY_REQUIRE_MYC,,63,0.36195624,1.3991972,0.073839664,0.26817358,1,2817,"tags=30%, list=14%, signal=35%"
KEGG_VIBRIO_CHOLERAE_INFECTION,KEGG_VIBRIO_CHOLERAE_INFECTION,,54,0.43171388,1.3991672,0.0882353,0.26787174,1,3044,"tags=37%, list=15%, signal=43%"
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_SCP2_QTL_TRANS,BYSTRYKH_HEMATOPOIESIS_STEM_CELL_SCP2_QTL_TRANS,,27,0.4043237,1.3989601,0.09072581,0.26782694,1,2605,"tags=30%, list=13%, signal=34%"
BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS,BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS,,27,0.61043286,1.3986752,0.20112781,0.2678745,1,4696,"tags=70%, list=23%, signal=91%"
REACTOME_PROGRAMMED_CELL_DEATH,REACTOME_PROGRAMMED_CELL_DEATH,,210,0.32591018,1.3974246,0.09533074,0.26924664,1,5327,"tags=47%, list=26%, signal=62%"
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,,34,0.44427094,1.3972062,0.09052631,0.2692306,1,3650,"tags=38%, list=18%, signal=46%"
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,,211,0.3525522,1.396838,0.13137256,0.26941332,1,5130,"tags=45%, list=25%, signal=59%"
WP_UREA_CYCLE_AND_METABOLISM_OF_AMINO_GROUPS,WP_UREA_CYCLE_AND_METABOLISM_OF_AMINO_GROUPS,,21,0.45028156,1.3963798,0.06423983,0.26967043,1,536,"tags=19%, list=3%, signal=20%"
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP,BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP,,203,0.38867712,1.3961287,0.13142857,0.26969084,1,3942,"tags=36%, list=19%, signal=45%"
WONG_MITOCHONDRIA_GENE_MODULE,WONG_MITOCHONDRIA_GENE_MODULE,,217,0.46455705,1.3956686,0.15895373,0.26998806,1,4891,"tags=48%, list=24%, signal=63%"
KEGG_OOCYTE_MEIOSIS,KEGG_OOCYTE_MEIOSIS,,112,0.38034347,1.3945992,0.11064718,0.27111953,1,2227,"tags=25%, list=11%, signal=28%"
WU_HBX_TARGETS_2_UP,WU_HBX_TARGETS_2_UP,,23,0.4080763,1.3941426,0.06365503,0.27139476,1,3598,"tags=35%, list=18%, signal=42%"
HOLLERN_EMT_BREAST_TUMOR_DN,HOLLERN_EMT_BREAST_TUMOR_DN,,122,0.44826007,1.3938656,0.16216215,0.27143204,1,5071,"tags=52%, list=25%, signal=69%"
PURBEY_TARGETS_OF_CTBP1_AND_SATB1_DN,PURBEY_TARGETS_OF_CTBP1_AND_SATB1_DN,,158,0.3058614,1.3923274,0.025210084,0.27322593,1,3113,"tags=28%, list=15%, signal=33%"
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,,55,0.34837553,1.3917791,0.060606062,0.27362052,1,2587,"tags=29%, list=13%, signal=33%"
WP_MTHFR_DEFICIENCY,WP_MTHFR_DEFICIENCY,,24,0.42739597,1.3912077,0.089171976,0.2740513,1,2017,"tags=29%, list=10%, signal=32%"
